Pokemon Id,Pokedex Number,Pokemon Name,Classification,Alternate Form Name,Original Pokemon ID,Legendary Type,Pokemon Height,Pokemon Weight,Primary Type,Secondary Type,Primary Ability,Primary Ability Description,Secondary Ability,Secondary Ability Description,Hidden Ability,Hidden Ability Description,Special Event Ability,Special Event Ability Description,Male Ratio,Female Ratio,Base Happiness,Game(s) of Origin,Region of Origin,Health Stat,Attack Stat,Defense Stat,Special Attack Stat,Special Defense Stat,Speed Stat,Health EV,Attack EV,Defense EV,Special Attack EV,Special Defense EV,Speed EV,Catch Rate,Experience Growth,Experience Growth Total,Experience Yield,Primary Egg Group,Secondary Egg Group,Egg Cycle Count,Pre-Evolution Pokemon Id,Evolution Details
1376,866,Mr Rime,Comedian Pokemon,NULL,NULL,NULL,15,582,Ice,Psychic,Tangled Feet,Raises evasiveness if the Pokémon is confused,Screen Cleaner,When the Pokémon enters a battle the effects of Light Screen Reflect and Aurora Veil are nullified for both opposing and ally Pokémon,Ice Body,The Pokémon gradually regains HP in a hailstorm,NULL,NULL,50,50,50,Sword,Galar,80,85,75,110,100,70,0,0,0,3,0,0,45,Medium Fast,1000000,182,HumanLike,NULL,25,1377,Level 42
1377,122,Mr Mime,Dancing Pokemon,Galar,218,NULL,14,560,Ice,Psychic,Vital Spirit,The Pokémon is full of vitality and that prevents it from falling asleep,Screen Cleaner,When the Pokémon enters a battle the effects of Light Screen Reflect and Aurora Veil are nullified for both opposing and ally Pokémon,Ice Body,The Pokémon gradually regains HP in a hailstorm,NULL,NULL,50,50,70,Sword,Galar,50,65,65,90,90,100,0,0,0,0,2,0,45,Medium Fast,1000000,0,HumanLike,NULL,25,637,Knowing Mimic In Galar
1378,870,Falinks,Formation Pokemon,NULL,NULL,NULL,30,620,Fighting,NULL,Battle Armor,Hard armor protects the Pokémon from critical hits,NULL,NULL,Defiant,Boosts the Pokémons Attack stat sharply when its stats are lowered,NULL,NULL,0,0,50,Sword,Galar,60,100,100,70,60,75,0,2,0,0,1,0,45,Medium Fast,1000000,165,Fairy,Mineral,25,NULL,NULL
1379,115,Kangaskhan,Parent Pokemon,Mega,211,NULL,22,1000,Normal,NULL,Parental Bond,Parent and child each attacks,NULL,NULL,NULL,NULL,NULL,NULL,0,100,70,X,Kalos,105,125,100,60,100,100,2,0,0,0,0,0,45,Medium Fast,1000000,207,Monster,NULL,20,NULL,NULL
1380,127,Pinsir,Stag Beetle Pokemon,Mega,223,NULL,17,590,Bug,Flying,Aerilate,Normaltype moves become Flyingtype moves The power of those moves is boosted a little,NULL,NULL,NULL,NULL,NULL,NULL,50,50,70,X,Kalos,65,155,120,65,90,105,0,2,0,0,0,0,45,Slow,1250000,210,Bug,NULL,25,NULL,NULL
1381,130,Gyarados,Atrocious Pokemon,Mega,226,NULL,65,3050,Water,Dark,Mold Breaker,Moves can be used on the target regardless of its Abilities,NULL,NULL,NULL,NULL,NULL,NULL,50,50,70,X,Kalos,95,155,109,70,130,81,0,2,0,0,0,0,45,Slow,1250000,224,Water 2,Dragon,5,NULL,NULL
1382,142,Aerodactyl,Fossil Pokemon,Mega,237,NULL,21,790,Rock,Flying,Tough Claws,Powers up moves that make direct contact,NULL,NULL,NULL,NULL,NULL,NULL,875,125,70,X,Kalos,80,135,85,70,95,150,0,0,0,0,0,2,45,Slow,1250000,215,Flying,NULL,35,NULL,NULL
1383,208,Steelix,Iron Snake Pokemon,Mega,332,NULL,105,7400,Steel,Ground,Sand Force,Boosts the power of Rock Ground and Steeltype moves in a sandstorm,NULL,NULL,NULL,NULL,NULL,NULL,50,50,70,Omega Ruby,Kalos,75,125,230,55,95,30,0,0,2,0,0,0,25,Medium Fast,1000000,214,Mineral,NULL,25,NULL,NULL
1384,212,Scizor,Pincer Pokemon,Mega,336,NULL,20,1250,Bug,Steel,Technician,Powers up the Pokémons weaker moves,NULL,NULL,NULL,NULL,NULL,NULL,50,50,70,X,Kalos,70,150,140,65,100,75,0,2,0,0,0,0,25,Medium Fast,1000000,210,Bug,NULL,25,NULL,NULL
1385,144,Articuno,Cruel Pokemon,Galar,239,SubLegendary,17,509,Psychic,Flying,Competitive,Boosts the Sp Atk stat sharply when a stat is lowered,NULL,NULL,NULL,NULL,NULL,NULL,0,0,35,Sword,Galar,90,85,85,125,100,95,0,0,0,3,0,0,3,Slow,1250000,290,Undiscovered,NULL,80,NULL,NULL
1386,145,Zapdos,Strong Legs Pokemon,Galar,240,SubLegendary,16,582,Fighting,Flying,Defiant,Boosts the Pokémons Attack stat sharply when its stats are lowered,NULL,NULL,NULL,NULL,NULL,NULL,0,0,35,Sword,Galar,90,125,90,85,90,100,0,3,0,0,0,0,3,Slow,1250000,290,Undiscovered,NULL,80,NULL,NULL
1387,146,Moltres,Malevolent Pokemon,Galar,241,SubLegendary,20,660,Dark,Flying,Berserk,Boosts the Pokémons Sp Atk stat when it takes a hit that causes its HP to become half or less,NULL,NULL,NULL,NULL,NULL,NULL,0,0,35,Sword,Galar,90,85,90,100,125,90,0,0,0,0,3,0,3,Slow,1250000,290,Undiscovered,NULL,80,NULL,NULL
1388,199,Slowking,Royal Pokemon,Galar,299,NULL,18,795,Poison,Psychic,Curious Medicine,When the Pokémon is brought into battle any stat alterations of allies are removed,Own Tempo,This Pokémon has its own tempo and that prevents it from becoming confused,Regenerator,Restores a little HP when withdrawn from battle,NULL,NULL,50,50,50,Sword,Galar,95,65,80,110,110,30,0,0,0,0,2,0,70,Medium Fast,1000000,172,Monster,Water 1,20,1366,Galarica Wreath
1389,222,Corsola,Coral Pokemon,Galar,346,NULL,06,05,Ghost,NULL,Weak Armor,Physical attacks to the Pokémon lower its Defense stat but sharply raise its Speed stat,NULL,NULL,Cursed Body,May disable a move used on the Pokémon,NULL,NULL,25,75,70,Sword,Galar,60,55,100,65,100,30,0,0,1,0,1,0,60,Fast,800000,144,Water 1,Water 3,20,NULL,NULL
1390,864,Cursola,Coral Pokemon,NULL,NULL,NULL,10,04,Ghost,NULL,Weak Armor,Physical attacks to the Pokémon lower its Defense stat but sharply raise its Speed stat,NULL,NULL,Perish Body,When hit by a move that makes direct contact the Pokémon and the attacker will faint after three turns unless they switch out of battle,NULL,NULL,25,75,50,Sword,Galar,60,95,50,145,130,30,0,0,0,2,0,0,30,Fast,800000,179,Water 1,Water 3,20,1389,Level 38
1391,386,Deoxys,DNA Pokemon,Attack,514,Mythical,17,608,Psychic,NULL,Pressure,By putting pressure on the opposing Pokémon it raises their PP usage,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,Fire Red,Hoenn,50,180,20,180,20,150,0,2,0,1,0,0,3,Slow,1250000,270,Undiscovered,NULL,120,NULL,NULL
1392,386,Deoxys,DNA Pokemon,Defense,514,Mythical,17,608,Psychic,NULL,Pressure,By putting pressure on the opposing Pokémon it raises their PP usage,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,Leaf Green,Hoenn,50,70,160,70,160,90,0,0,2,0,1,0,3,Slow,1250000,270,Undiscovered,NULL,120,NULL,NULL
1393,386,Deoxys,DNA Pokemon,Speed,514,Mythical,17,608,Psychic,NULL,Pressure,By putting pressure on the opposing Pokémon it raises their PP usage,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,Emerald,Hoenn,50,95,90,95,90,180,0,0,0,0,0,3,3,Slow,1250000,270,Undiscovered,NULL,120,NULL,NULL
1394,181,Ampharos,Light Pokemon,Mega,280,NULL,14,615,Electric,Dragon,Mold Breaker,Moves can be used on the target regardless of its Abilities,NULL,NULL,NULL,NULL,NULL,NULL,50,50,70,X,Kalos,90,95,105,165,110,45,0,0,0,3,0,0,45,Medium Slow,1059860,275,Monster,Field,20,NULL,NULL
1395,214,Heracross,Abundance Pokemon,Mega,338,NULL,17,625,Bug,Fighting,Skill Link,Maximizes the number of times multistrike moves hit,NULL,NULL,NULL,NULL,NULL,NULL,50,50,70,X,Kalos,80,185,115,40,105,75,0,2,0,0,0,0,45,Slow,1250000,210,Bug,NULL,25,NULL,NULL
1396,229,Houndoom,Dark Pokemon,Mega,353,NULL,19,495,Dark,Fire,Solar Power,Boosts the Sp Atk stat in harsh sunlight but HP decreases every turn,NULL,NULL,NULL,NULL,NULL,NULL,50,50,35,X,Kalos,75,90,90,140,90,115,0,0,0,2,0,0,45,Slow,1250000,210,Field,NULL,20,NULL,NULL
1397,248,Tyranitar,Armor Bird Pokemon,Mega,372,NULL,25,2550,Rock,Dark,Sand Stream,The Pokémon summons a sandstorm when it enters a battle,NULL,NULL,NULL,NULL,NULL,NULL,50,50,35,X,Kalos,100,164,150,95,120,71,0,3,0,0,0,0,45,Slow,1250000,315,Monster,NULL,40,NULL,NULL
1398,865,Sirfetchd,Wild Duck Pokemon,NULL,NULL,NULL,08,1170,Fighting,NULL,Steadfast,The Pokémons determination boosts the Speed stat each time the Pokémon flinches,NULL,NULL,Scrappy,The Pokémon can hit Ghosttype Pokémon with Normal and Fightingtype moves,NULL,NULL,50,50,50,Sword,Galar,62,135,95,68,82,65,0,2,0,0,0,0,45,Medium Fast,1000000,177,Flying,Field,20,1369,Land Three Critical Hits In One Battle
1399,381,Latios,Eon Pokemon,Mega,509,NULL,23,700,Dragon,Psychic,Levitate,By floating in the air the Pokémon receives full immunity to all Groundtype moves,NULL,NULL,NULL,NULL,NULL,NULL,100,0,90,Omega Ruby,Kalos,80,130,100,160,120,110,0,0,0,3,0,0,3,Slow,1250000,270,Undiscovered,NULL,120,NULL,NULL
1400,380,Latias,Eon Pokemon,Mega,508,NULL,18,520,Dragon,Psychic,Levitate,By floating in the air the Pokémon receives full immunity to all Groundtype moves,NULL,NULL,NULL,NULL,NULL,NULL,0,100,90,Omega Ruby,Kalos,80,100,120,140,150,110,0,0,0,0,3,0,3,Slow,1250000,270,Undiscovered,NULL,120,NULL,NULL
1401,487,Giratina,Renegade Pokemon,Origin,737,Legendary,69,6500,Ghost,Dragon,Levitate,By floating in the air the Pokémon receives full immunity to all Groundtype moves,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,Platinum,Sinnoh,150,120,100,120,100,90,3,0,0,0,0,0,3,Slow,1250000,306,Undiscovered,NULL,120,NULL,NULL
1402,745,Lycanroc,Wolf Pokemon,Midnight,1271,NULL,11,250,Rock,NULL,Keen Eye,Keen eyes prevent other Pokémon from lowering this Pokémons accuracy,Vital Spirit,The Pokémon is full of vitality and that prevents it from falling asleep,No Guard,The Pokémon employs noguard tactics to ensure incoming and outgoing attacks always land,NULL,NULL,50,50,70,Sun,Alola,85,115,75,55,75,82,0,2,0,0,0,0,90,Medium Fast,1000000,170,Field,NULL,15,1270,Level 25 During The Night
1403,745,Lycanroc,Wolf Pokemon,Dusk,1271,NULL,08,250,Rock,NULL,Tough Claws,Powers up moves that make direct contact,NULL,NULL,NULL,NULL,NULL,NULL,50,50,70,Ultra Sun,Alola,75,117,65,55,65,110,0,2,0,0,0,0,90,Medium Fast,1000000,170,Field,NULL,15,1270,Level 25 With Own Tempo Between 56pm
1404,800,Necrozma,Prism Pokemon,Dusk Mane,1331,Legendary,38,4600,Psychic,Steel,Prism Armor,Reduces the power of supereffective attacks taken,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,Ultra Sun,Alola,97,157,127,113,109,77,0,3,0,0,0,0,255,Slow,1250000,306,Undiscovered,NULL,120,NULL,NULL
1405,800,Necrozma,Prism Pokemon,Dawn Wings,1331,Legendary,42,3500,Psychic,Ghost,Prism Armor,Reduces the power of supereffective attacks taken,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,Ultra Sun,Alola,97,113,109,157,127,77,0,0,0,3,0,0,255,Slow,1250000,306,Undiscovered,NULL,120,NULL,NULL
1406,800,Necrozma,Prism Pokemon,Ultra,1331,Legendary,75,2300,Psychic,Dragon,Neuroforce,Powers up moves that are super effective,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,Ultra Sun,Alola,97,167,97,167,97,129,0,1,0,1,0,1,255,Slow,1250000,339,Undiscovered,NULL,120,NULL,NULL
1407,492,Shaymin,Gratitude Pokemon,Sky,740,Mythical,04,52,Grass,Flying,Serene Grace,Boosts the likelihood of additional effects occurring when attacking,NULL,NULL,NULL,NULL,NULL,NULL,0,0,100,Platinum,Sinnoh,100,103,75,120,75,127,0,0,0,0,0,3,45,Medium Slow,1059860,270,Undiscovered,NULL,120,NULL,NULL
1408,479,Rotom,Plasma Pokemon,Heat,729,NULL,03,03,Electric,Fire,Levitate,By floating in the air the Pokémon receives full immunity to all Groundtype moves,NULL,NULL,NULL,NULL,NULL,NULL,0,0,70,Platinum,Sinnoh,50,65,107,105,107,86,0,0,0,1,0,1,45,Medium Fast,1000000,182,Amorphous,NULL,20,NULL,NULL
1409,479,Rotom,Plasma Pokemon,Wash,729,NULL,03,03,Electric,Water,Levitate,By floating in the air the Pokémon receives full immunity to all Groundtype moves,NULL,NULL,NULL,NULL,NULL,NULL,0,0,70,Platinum,Sinnoh,50,65,107,105,107,86,0,0,0,1,0,1,45,Medium Fast,1000000,182,Amorphous,NULL,20,NULL,NULL
1410,479,Rotom,Plasma Pokemon,Frost,729,NULL,03,03,Electric,Ice,Levitate,By floating in the air the Pokémon receives full immunity to all Groundtype moves,NULL,NULL,NULL,NULL,NULL,NULL,0,0,70,Platinum,Sinnoh,50,65,107,105,107,86,0,0,0,1,0,1,45,Medium Fast,1000000,182,Amorphous,NULL,20,NULL,NULL
1411,479,Rotom,Plasma Pokemon,Fan,729,NULL,03,03,Electric,Flying,Levitate,By floating in the air the Pokémon receives full immunity to all Groundtype moves,NULL,NULL,NULL,NULL,NULL,NULL,0,0,70,Platinum,Sinnoh,50,65,107,105,107,86,0,0,0,1,0,1,45,Medium Fast,1000000,182,Amorphous,NULL,20,NULL,NULL
1412,874,Stonjourner,Big Rock Pokemon,NULL,NULL,NULL,25,5200,Rock,NULL,Power Spot,Just being next to the Pokémon powers up moves,NULL,NULL,NULL,NULL,NULL,NULL,50,50,50,Sword,Galar,100,125,135,20,20,70,0,0,2,0,0,0,60,Slow,1250000,165,Mineral,NULL,25,NULL,NULL
1413,479,Rotom,Plasma Pokemon,Mow,729,NULL,03,03,Electric,Grass,Levitate,By floating in the air the Pokémon receives full immunity to all Groundtype moves,NULL,NULL,NULL,NULL,NULL,NULL,0,0,70,Platinum,Sinnoh,50,65,107,105,107,86,0,0,0,1,0,1,45,Medium Fast,1000000,182,Amorphous,NULL,20,NULL,NULL
1414,550,Basculin,Hostile Pokemon,BlueStriped,885,NULL,10,180,Water,NULL,Rock Head,Protects the Pokémon from recoil damage,Adaptability,Powers up moves of the same type as the Pokémon,Mold Breaker,Moves can be used on the target regardless of its Abilities,NULL,NULL,50,50,70,Black,Unova,70,92,65,80,55,98,0,0,0,0,0,2,25,Medium Fast,1000000,161,Water 2,NULL,40,NULL,NULL
1415,641,Tornadus,Cyclone Pokemon,Therian,1017,SubLegendary,15,630,Flying,NULL,Regenerator,Restores a little HP when withdrawn from battle,NULL,NULL,NULL,NULL,NULL,NULL,100,0,90,Black 2,Unova,79,100,80,110,90,121,0,0,0,0,0,3,3,Slow,1250000,261,Undiscovered,NULL,120,NULL,NULL
1416,642,Thundurus,Bolt Strike Pokemon,Therian,1018,SubLegendary,30,610,Electric,Flying,Volt Absorb,Restores HP if hit by an Electrictype move instead of taking damage,NULL,NULL,NULL,NULL,NULL,NULL,100,0,90,Black 2,Unova,79,105,70,145,80,101,0,0,0,3,0,0,3,Slow,1250000,261,Undiscovered,NULL,120,NULL,NULL
1417,645,Landorus,Abundance Pokemon,Therian,1021,SubLegendary,13,680,Ground,Flying,Intimidate,The Pokémon intimidates opposing Pokémon upon entering battle lowering their Attack stat,NULL,NULL,NULL,NULL,NULL,NULL,100,0,90,Black 2,Unova,89,145,90,105,80,91,0,3,0,0,0,0,3,Slow,1250000,270,Undiscovered,NULL,120,NULL,NULL
1418,880,Dracozolt,Fossil Pokemon,NULL,NULL,NULL,18,1900,Electric,Dragon,Volt Absorb,Restores HP if hit by an Electrictype move instead of taking damage,Hustle,Boosts the Attack stat but lowers accuracy,Sand Rush,Boosts the Pokémons Speed stat in a sandstorm,NULL,NULL,0,0,50,Sword,Galar,90,100,90,80,70,75,0,2,0,0,0,0,45,Slow,1250000,177,Undiscovered,NULL,35,NULL,NULL
1419,882,Dracovish,Fossil Pokemon,NULL,NULL,NULL,23,2150,Water,Dragon,Water Absorb,Restores HP if hit by a Watertype move instead of taking damage,Strong Jaw,The Pokémons strong jaw boosts the power of its biting moves,Sand Rush,Boosts the Pokémons Speed stat in a sandstorm,NULL,NULL,0,0,50,Sword,Galar,90,90,100,70,80,75,0,0,2,0,0,0,45,Slow,1250000,177,Undiscovered,NULL,35,NULL,NULL
1420,881,Arctozolt,Fossil Pokemon,NULL,NULL,NULL,23,1500,Electric,Ice,Volt Absorb,Restores HP if hit by an Electrictype move instead of taking damage,Static,The Pokémon is charged with static electricity so contact with it may cause paralysis,Slush Rush,Boosts the Pokémons Speed stat in a hailstorm,NULL,NULL,0,0,50,Sword,Galar,90,100,90,90,80,55,0,2,0,0,0,0,45,Slow,1250000,177,Undiscovered,NULL,35,NULL,NULL
1421,646,Kyurem,Boundary Pokemon,White,1022,Legendary,36,3250,Dragon,Ice,Turboblaze,Moves can be used on the target regardless of its Abilities,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,Black 2,Unova,125,120,90,170,100,95,0,0,0,3,0,0,3,Slow,1250000,315,Undiscovered,NULL,120,NULL,NULL
1422,883,Arctovish,Fossil Pokemon,NULL,NULL,NULL,20,1750,Water,Ice,Water Absorb,Restores HP if hit by a Watertype move instead of taking damage,Ice Body,The Pokémon gradually regains HP in a hailstorm,Slush Rush,Boosts the Pokémons Speed stat in a hailstorm,NULL,NULL,0,0,50,Sword,Galar,90,90,100,80,90,55,0,0,2,0,0,0,45,Slow,1250000,177,Undiscovered,NULL,35,NULL,NULL
1423,646,Kyurem,Boundary Pokemon,Black,1022,Legendary,33,3250,Dragon,Ice,Teravolt,Moves can be used on the target regardless of its Abilities,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,Black 2,Unova,125,170,100,120,90,95,0,3,0,0,0,0,3,Slow,1250000,315,Undiscovered,NULL,120,NULL,NULL
1424,884,Duraludon,Alloy Pokemon,NULL,NULL,NULL,18,400,Steel,Dragon,Light Metal,Halves the Pokémons weight,Heavy Metal,Doubles the Pokémons weight,Stalwart,Ignores the effects of opposing Pokémons Abilities and moves that draw in moves,NULL,NULL,50,50,50,Sword,Galar,70,95,115,120,50,85,0,0,0,2,0,0,45,Medium Fast,1000000,187,Mineral,Dragon,30,NULL,NULL
1425,871,Pincurchin,Sea Urchin Pokemon,NULL,NULL,NULL,03,10,Electric,NULL,Lightning Rod,The Pokémon draws in all Electrictype moves Instead of being hit by Electrictype moves it boosts its Sp Atk,NULL,NULL,Electric Surge,Turns the ground into Electric Terrain when the Pokémon enters a battle,NULL,NULL,50,50,50,Sword,Galar,48,101,95,91,85,15,0,2,0,0,0,0,75,Medium Fast,1000000,152,Water 1,Amorphous,20,NULL,NULL
1426,877,Morpeko,TwoSided Pokemon,NULL,NULL,NULL,03,30,Electric,Dark,Hunger Switch,The Pokémon changes its form alternating between its Full Belly Mode and Hangry Mode after the end of each turn,NULL,NULL,NULL,NULL,NULL,NULL,50,50,50,Sword,Galar,58,95,58,70,58,97,0,0,0,0,0,2,180,Medium Fast,1000000,153,Field,Fairy,10,NULL,NULL
1427,658,Greninja,Ninja Pokemon,Ash,1074,NULL,15,400,Water,Dark,Battle Bond,Defeating an opposing Pokémon strengthens the Pokémons bond with its Trainer and it becomes AshGreninja Water Shuriken gets more powerful,NULL,NULL,NULL,NULL,NULL,NULL,875,125,70,Sun,Alola,72,145,67,153,71,132,0,0,0,0,0,3,45,Medium Slow,1059860,288,Water 1,NULL,20,NULL,NULL
1428,254,Sceptile,Forest Pokemon,Mega,382,NULL,19,552,Grass,Dragon,Lightning Rod,The Pokémon draws in all Electrictype moves Instead of being hit by Electrictype moves it boosts its Sp Atk,NULL,NULL,NULL,NULL,NULL,NULL,875,125,70,Omega Ruby,Kalos,70,110,75,145,85,145,0,0,0,0,0,3,45,Medium Slow,1059860,284,Monster,Dragon,20,NULL,NULL
1429,257,Blaziken,Blaze Pokemon,Mega,385,NULL,19,520,Fire,Fighting,Speed Boost,Its Speed stat is boosted every turn,NULL,NULL,NULL,NULL,NULL,NULL,875,125,70,X,Kalos,80,160,80,130,80,100,0,3,0,0,0,0,45,Medium Slow,1059860,284,Field,NULL,20,NULL,NULL
1430,260,Swampert,Mud Fish Pokemon,Mega,388,NULL,19,1020,Water,Ground,Swift Swim,Boosts the Pokémons Speed stat in rain,NULL,NULL,NULL,NULL,NULL,NULL,875,125,70,Omega Ruby,Kalos,100,150,110,95,110,70,0,3,0,0,0,0,45,Medium Slow,1059860,286,Monster,Water 1,20,NULL,NULL
1431,384,Rayquaza,Sky High Pokemon,Mega,512,Legendary,108,3920,Dragon,Flying,Delta Stream,The Pokémon changes the weather to eliminate all of the Flying types weaknesses,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,Omega Ruby,Kalos,105,180,100,180,100,115,0,2,0,1,0,0,45,Slow,1250000,351,Undiscovered,NULL,120,NULL,NULL
1432,382,Kyogre,Sea Basin Pokemon,Primal,510,Legendary,98,4300,Water,NULL,Primordial Sea,The Pokémon changes the weather to nullify Firetype attacks,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,Omega Ruby,Kalos,100,150,90,180,160,90,0,0,0,3,0,0,3,Slow,1250000,347,Undiscovered,NULL,120,NULL,NULL
1433,383,Groudon,Continent Pokemon,Primal,511,Legendary,50,9997,Ground,Fire,Desolate Land,The Pokémon changes the weather to nullify Watertype attacks,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,Omega Ruby,Kalos,100,180,160,150,90,90,0,3,0,0,0,0,3,Slow,1250000,347,Undiscovered,NULL,120,NULL,NULL
1434,306,Aggron,Iron Armor Pokemon,Mega,434,NULL,22,3950,Steel,NULL,Filter,Reduces the power of supereffective attacks taken,NULL,NULL,NULL,NULL,NULL,NULL,50,50,35,X,Kalos,70,140,230,60,80,50,0,0,3,0,0,0,45,Slow,1250000,284,Monster,NULL,35,NULL,NULL
1435,282,Gardevoir,Embrace Pokemon,Mega,410,NULL,16,484,Psychic,Fairy,Pixilate,Normaltype moves become Fairytype moves The power of those moves is boosted a little,NULL,NULL,NULL,NULL,NULL,NULL,50,50,35,X,Kalos,68,85,65,165,135,100,0,0,0,3,0,0,45,Slow,1250000,278,Amorphous,NULL,20,NULL,NULL
1436,475,Gallade,Blade Pokemon,Mega,720,NULL,16,564,Psychic,Fighting,Inner Focus,The Pokémons intensely focused and that protects the Pokémon from flinching,NULL,NULL,NULL,NULL,NULL,NULL,100,0,35,Omega Ruby,Kalos,68,165,95,65,115,110,0,3,0,0,0,0,45,Slow,1250000,278,Amorphous,NULL,20,NULL,NULL
1437,310,Manectric,Discharge Pokemon,Mega,438,NULL,18,440,Electric,NULL,Intimidate,The Pokémon intimidates opposing Pokémon upon entering battle lowering their Attack stat,NULL,NULL,NULL,NULL,NULL,NULL,50,50,70,X,Kalos,70,75,80,135,80,135,0,0,0,0,0,2,45,Slow,1250000,201,Field,NULL,20,NULL,NULL
1438,445,Garchomp,Mach Pokemon,Mega,643,NULL,19,950,Dragon,Ground,Sand Force,Boosts the power of Rock Ground and Steeltype moves in a sandstorm,NULL,NULL,NULL,NULL,NULL,NULL,50,50,70,X,Kalos,108,170,115,120,95,92,0,3,0,0,0,0,45,Slow,1250000,315,Monster,Dragon,40,NULL,NULL
1439,810,Grookey,Chimp Pokemon,NULL,NULL,NULL,03,50,Grass,NULL,Overgrow,Powers up Grasstype moves when the Pokémons HP is low,NULL,NULL,Grassy Surge,Turns the ground into Grassy Terrain when the Pokémon enters a battle,NULL,NULL,875,125,50,Sword,Galar,50,65,50,40,40,65,0,0,0,0,1,0,45,Medium Slow,1059860,62,Field,Grass,20,NULL,NULL
1440,811,Thwackey,Beat Pokemon,NULL,NULL,NULL,07,140,Grass,NULL,Overgrow,Powers up Grasstype moves when the Pokémons HP is low,NULL,NULL,Grassy Surge,Turns the ground into Grassy Terrain when the Pokémon enters a battle,NULL,NULL,875,125,50,Sword,Galar,70,85,70,55,60,80,0,0,0,0,2,0,45,Medium Slow,1059860,147,Field,Grass,20,1439,Level 16
1441,812,Rillaboom,Drummer Pokemon,NULL,NULL,NULL,21,900,Grass,NULL,Overgrow,Powers up Grasstype moves when the Pokémons HP is low,NULL,NULL,Grassy Surge,Turns the ground into Grassy Terrain when the Pokémon enters a battle,NULL,NULL,875,125,50,Sword,Galar,100,125,90,60,70,85,0,3,0,0,0,0,45,Medium Slow,1059860,265,Field,Grass,20,1440,Level 35
1442,813,Scorbunny,Rabbit Pokemon,NULL,NULL,NULL,03,45,Fire,NULL,Blaze,Powers up Firetype moves when the Pokémons HP is low,NULL,NULL,Libero,Changes the Pokémons type to the type of the move its about to use,NULL,NULL,875,125,50,Sword,Galar,50,71,40,40,40,69,0,0,0,0,0,1,45,Medium Slow,1059860,62,Field,HumanLike,20,NULL,NULL
1443,814,Raboot,Rabbit Pokemon,NULL,NULL,NULL,06,90,Fire,NULL,Blaze,Powers up Firetype moves when the Pokémons HP is low,NULL,NULL,Libero,Changes the Pokémons type to the type of the move its about to use,NULL,NULL,875,125,50,Sword,Galar,65,86,50,55,60,94,0,0,0,0,0,2,45,Medium Slow,1059860,147,Field,HumanLike,20,1442,Level 16
1444,815,Cinderace,Striker Pokemon,NULL,NULL,NULL,14,330,Fire,NULL,Blaze,Powers up Firetype moves when the Pokémons HP is low,NULL,NULL,Libero,Changes the Pokémons type to the type of the move its about to use,NULL,NULL,875,125,50,Sword,Galar,80,116,75,65,75,119,0,0,0,0,0,3,45,Medium Slow,1059860,265,Field,HumanLike,20,1443,Level 35
1445,816,Sobble,Water Lizard Pokemon,NULL,NULL,NULL,03,40,Water,NULL,Torrent,Powers up Watertype moves when the Pokémons HP is low,NULL,NULL,Sniper,Powers up moves if they become critical hits when attacking,NULL,NULL,875,125,50,Sword,Galar,50,40,40,70,40,70,0,0,0,0,1,1,45,Medium Slow,1059860,62,Water 1,Field,20,NULL,NULL
1446,817,Drizzile,Water Lizard Pokemon,NULL,NULL,NULL,07,115,Water,NULL,Torrent,Powers up Watertype moves when the Pokémons HP is low,NULL,NULL,Sniper,Powers up moves if they become critical hits when attacking,NULL,NULL,875,125,50,Sword,Galar,65,60,55,95,55,90,0,0,0,2,0,0,45,Medium Slow,1059860,147,Water 1,Field,20,1445,Level 16
1447,818,Inteleon,Secret Agent Pokemon,NULL,NULL,NULL,19,452,Water,NULL,Torrent,Powers up Watertype moves when the Pokémons HP is low,NULL,NULL,Sniper,Powers up moves if they become critical hits when attacking,NULL,NULL,875,125,50,Sword,Galar,70,85,65,125,65,120,0,0,0,0,0,3,45,Medium Slow,1059860,265,Water 1,Field,20,1446,Level 35
1448,888,Zacian,Warrior Pokemon,NULL,NULL,Legendary,28,1100,Fairy,NULL,Intrepid Sword,Boosts the Pokémons Attack stat when the Pokémon enters a battle,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,Sword,Galar,92,130,115,80,115,138,0,0,0,0,0,3,10,Slow,1250000,335,Undiscovered,NULL,120,NULL,NULL
1449,888,Zacian,Warrior Pokemon,Crowned,1448,Legendary,28,3550,Fairy,Steel,Intrepid Sword,Boosts the Pokémons Attack stat when the Pokémon enters a battle,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,Sword,Galar,92,170,115,80,115,148,0,0,0,0,0,3,10,Slow,1250000,360,Undiscovered,NULL,120,NULL,NULL
